ID,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,level
67,13707501,13669174,13707453,699,365,13464769,13480493,3417293.5,4569151,0.65657482,261.8274476,48,13464769,1713437.625,4748684.838,13465468,13500000,13465468,0,13464769,13500000,13464769,0,CHAT
68,14963667,14962878,14963667,0,-126,141842,141624,10227.5311,5327.044144,285.6251746,250728.5814,-132,141624,3501.911304,11376.28725,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
69,13388806,13388806,13351015,351,335,5424351,5424668,608582.0909,580478.913,3.510395176,1305.717627,30,5424351,291061,930933.7155,1532015,3569441,6001533,2260745.171,1531752,3376940.333,5424351,1954162.774,CHAT
70,14998719,14998667,14998161,0,0,168103,168184,11581.98224,6241.43196,246.6877338,212218.7235,0,167876,4054.803731,14066.25727,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
71,350630,350630,350298,112384,112403,238246,237895,175315,175149,17.11205544,5330.405271,45,237895,70126,105624.2054,-1,0,-1,0,-1,0,-1,0,CHAT
72,8914324,8913808,8914062,484,699,5196527,5196543,810346.1818,810369.2727,2.692296129,953.9702618,38,5196489,387579.3043,1120297.214,3716369,4456456,5196543,1046641.073,1657369,3426929,5196489,2502535.751,VOIP
73,14980731,14980546,14980501,7,59,65249,89926,18426.25584,23443.66354,97.05801406,39258.76514,7,57123,10310.20716,12528.0769,-1,0,-1,0,-1,0,-1,0,VOIP
74,9630557,9630076,9630557,269,596,8608117,8607274,802506.3333,802546.4167,2.699740005,1211.560245,18,8607274,385222.28,1714494.38,9001046,9001046,9001046,0,8607274,8607274,8607274,0,CHAT
75,14991530,14991229,14991530,1,0,155583,158480,10388.93209,5323.696733,284.2271603,250694.8924,0,155361,3519.138498,12028.93329,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
76,14802135,14802135,14762943,101,154,2548324,2548648,178338.9759,171662.1279,11.55238754,4186.220434,16,2548324,87071.38235,265451.5355,1713405,2333442.5,2953480,876865.4417,1003472,1775898,2548324,1092375.325,CHAT
77,14996578,14996438,14996565,0,0,152302,190031,11421.50647,6251.173406,247.6564987,211234.2562,0,152240,4038.938325,13337.54283,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
78,7984685,7984685,7984308,117,134,7869184,7869066,1140669.286,1596861.6,1.753356582,1118.26578,37,7869066,614206.5385,2180043.188,7870109,7870109,7870109,0,7869066,7869066,7869066,0,CHAT
79,14938868,14938550,14938476,127,223,2709534,2709532,216500.7246,201871.2973,9.706224059,3735.624413,12,2709488,103742.1389,310534.1856,1113247,2070967.667,3317666,1130264.062,1112855,1868095.667,2709488,801795.3707,VOIP
80,14981500,14981295,14981232,7,32,88208,88396,18336.95838,22528.16842,99.05550179,40642.52578,6,88007,10102.15779,12627.37898,-1,0,-1,0,-1,0,-1,0,VOIP
81,14963359,14963266,14963359,0,0,105128,105638,6728.08723,3457.338031,438.0032585,383328.1685,0,104807,2283.436441,8572.894154,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
82,14886743,14886698,14848201,104,324,6636841,6598178,391755.2105,390742.1316,5.239561132,1772.180792,31,6598178,193334.3247,789645.1802,5326697,7424100.5,9521504,2966176.475,1835954,4217066,6598178,3367400.884,CHAT
83,14971331,14958435,14970807,0,0,255137,255390,10886.77948,5720.598777,266.7097535,232012.0369,0,255086,3750.333417,12742.04961,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
84,14957195,14957195,14956662,10,0,1599383,1597271,31959.81838,18284.42787,86.11240276,67388.17004,0,1597271,11621.75214,63470.05648,4553508,5940781.5,7328055,1961900.998,1002943,1300107,1597271,420253.359,P2P
85,10895689,10895689,10895341,73,7,10446014,10445992,1210632.111,1556477.286,1.652029532,978.3686006,7,10445957,640922.8824,2527481.199,10783265,10800000,10783265,0,10445957,10400000,10445957,0,CHAT
86,14357271,14316892,14357271,2061,2303,6053569,6053822,1590765.778,1595252.333,1.393022393,469.7271508,37,6053364,755645.8421,1674431.686,1321379,3589203.25,6055667,2454646.694,1321326,3369601.75,6053364,2278586.744,VOIP
87,14989052,14989052,14984397,6,9,78918,79100,18301.65079,23267.6972,97.73800238,40342.91161,0,78918,10238.4235,12561.8322,-1,0,-1,0,-1,0,-1,0,VOIP
88,245912,206440,245867,12880,11999,193560,233868,103220,122933.5,24.39897199,9690.458375,45,193560,49182.4,82270.3576,-1,0,-1,0,-1,0,-1,0,CHAT
89,14947564,14947237,14874279,0,0,277311,277368,5197.231224,2587.281092,577.150899,505428.1755,0,277262,1732.849988,8958.22771,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
90,12299751,12299751,12299431,1640,1901,2763872,2763853,768734.4375,768714.4375,2.764283602,902.8638059,27,2763820,372719.7273,696095.8918,1555658,2837198.25,5664308,1944365.209,1553757,2016446.75,2763820,581019.6476,CHAT
91,14990244,14990055,14990147,44,0,2268423,2267914,8725.293946,4170.881191,354.4972317,310728.2977,0,2267914,2821.427442,32204.51386,4227662,4227662,4227662,0,2267914,2267914,2267914,0,P2P
92,14419600,14382806,14419559,83002,119739,13367603,13368080,3595701.5,3604889.75,0.693500513,216.0254099,41,13367603,1602177.778,4419716.55,13487399,13500000,13487399,0,13367603,13400000,13367603,0,VOIP
93,14994228,14994228,14976466,8,60,133691,109034,20738.90456,26136.93892,86.56664418,35561.01721,8,95714,11560.70008,15388.27035,-1,0,-1,0,-1,0,-1,0,VOIP
94,377542,377491,377493,17798,16987,190512,207854,125830.3333,125831,21.18969545,7962.028066,49,169181,53934.57143,74468.22335,-1,0,-1,0,-1,0,-1,0,CHAT
95,14982682,14982609,14982682,0,0,131781,131494,5488.135165,2821.066089,536.8197763,471673.4961,0,131494,1863.054215,6696.381116,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
96,13166837,13166789,13166797,608,467,5833056,5833048,598490.4091,548616.5417,3.645522459,1176.820219,29,5833000,280145.4681,906710.3009,1157585,3201111.75,5833048,2035709.49,1147590,2487142,5833000,2252032.376,CHAT
97,14979090,14978023,14979090,0,0,177393,176919,12388.77006,6639.667553,231.455983,197544.2433,0,176919,4321.722447,14433.81148,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
98,14994324,14993828,14994324,58,0,170883,171251,6687.702052,3089.065513,473.3791267,417323.8487,0,170825,2112.769339,6339.963538,-1,0,-1,0,-1,0,-1,0,P2P
99,8271228,8271173,8230321,368,305,7658419,7659814,1654234.6,2057580.25,1.329911351,505.7290163,25,7658177,827122.8,2406711.679,7660650,7660650,7660650,0,7658177,7658177,7658177,0,VOIP
100,14979671,14979671,14957485,7,16,123228,126044,19762.09894,25308.77327,90.18889667,34585.93984,7,123228,11096.05259,13586.60155,-1,0,-1,0,-1,0,-1,0,VOIP
101,252959,211247,252918,8196,7932,203051,244986,105623.5,126459,23.71925885,9420.498974,41,203051,50591.8,86940.95186,-1,0,-1,0,-1,0,-1,0,CHAT
102,11081222,11081181,11081217,0,0,130907,131892,6580.273753,3304.866388,454.7332415,413602.0378,0,130853,2199.527987,7847.415664,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
103,14867355,14867355,14867034,522,426,5021387,5021350,479592.0968,464594.8125,4.371994884,1414.710283,28,5021315,232302.4219,727266.2041,1454433,4381484,8141542,3420494.437,1452451,3013062,5021315,1826057.251,CHAT
104,14977968,14977321,14977968,10,0,167930,167886,10713.39127,5492.470847,275.5380436,234421.9857,0,167880,3630.142511,15299.8617,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
105,14968992,14968947,14968982,104,0,189752,180880,8104.465079,3886.028557,380.853968,333487.786,0,180880,2626.138947,7258.340386,-1,0,-1,0,-1,0,-1,0,P2P
106,12640165,12640165,12639714,197,147,12113742,12113743,1149105.909,1404412.667,1.740483609,944.212358,30,12113700,601912.619,2638461.564,12527525,12500000,12527525,0,12113700,12100000,12113700,0,CHAT
107,14959370,14958947,14959370,147,181,3607307,3646365,383562.7436,393667.6316,5.280971057,2176.629096,24,3607256,191786.7949,538814.6441,1116865,2795674,6092856,1980322.673,1116816,1919846.4,3607256,1017122.502,VOIP
108,14980086,14979980,14979857,15,67,74815,74804,18539.57921,23188.63313,97.19570368,38676.14645,0,74632,10295.59175,12530.73164,-1,0,-1,0,-1,0,-1,0,VOIP
109,13021397,12982273,13021347,87,59,7446234,7445403,370922.0857,372038.4857,5.529360636,2467.937964,11,7445403,183399.9577,888564.1631,9283543,9283543,9283543,0,7445403,7445403,7445403,0,CHAT
110,14621726,14621566,14621441,35,7,7260200,7260413,384778.0526,292428.82,6.155224082,3438.855303,5,7260057,164289.0562,910357.8277,5169232,7145237.5,9121243,2794493.777,4703803,5981930,7260057,1807544.538,VIDEO-STREAMING
111,14763431,14763189,14763180,104,626,5820734,5820754,421805.4,447369.0909,4.741445264,1788.337684,30,5820491,213962.7681,760657.3119,3292704,7380770.5,11468837,5781399.088,2261726,4041108.5,5820491,2516426.864,CHAT
112,14999355,14999180,14999026,38,0,249158,232687,6544.144852,3167.692925,468.6201507,407487.3886,0,232687,2134.228088,6070.08959,-1,0,-1,0,-1,0,-1,0,P2P
113,13877743,13877743,13877463,235161,234803,12592895,12593244,3469435.75,3469365.75,0.720578267,224.4601302,49,12592895,1541971.444,4150223.538,13642582,13600000,13642582,0,12592895,12600000,12592895,0,CHAT
114,14981021,14907075,14981021,76,15,5522154,5561354,41639.8743,34758.74942,52.80013959,18998.70509,12,5522154,18963.31772,197185.3781,5560682,5560682,5560682,0,5522154,5522154,5522154,0,VOIP
115,14990545,14990317,14990345,13,46,96867,85522,19193.74776,24574.33607,92.92524054,36577.25586,8,73899,10769.06968,12743.20863,-1,0,-1,0,-1,0,-1,0,VOIP
116,202532,202532,202179,202532,202179,202532,202179,202532,202179,19.74996544,6152.114234,45,202179,67510.66667,116626.2719,-1,0,-1,0,-1,0,-1,0,CHAT
117,14761473,14722030,14761473,92,55,6538198,6499182,507656.2069,509016.3103,4.064635013,1887.006805,13,6499143,250194.4576,1049773.018,5394488,6136121.5,6877755,1048828.154,4964451,5731797,6499143,1085191.12,CHAT
118,13155542,13116889,13155542,1277,1768,7390202,7432013,1873841.286,1644442.75,1.292231061,462.238652,39,7390202,822221.375,2136822.178,4984895,6410860.5,7836826,2016619.75,4946688,6168445,7390202,1727825.319,VIDEO-STREAMING
119,14986664,14986395,14986393,604,357,7263483,7263490,535228.3929,516772.1724,3.936833441,1316.904149,15,7263435,258390.7586,1081887.106,1034312,4995465,7432092,3460640.385,1034041,4102391,7263435,3115731.3,CHAT
120,14994053,14957029,14994048,15,2,240613,280904,17351.54176,9870.999342,158.929677,131515.1414,0,240571,6294.732578,19965.49047,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
121,14978693,14974238,14978491,81,0,170540,170470,9147.365913,4398.969457,336.7450017,295844.4372,0,170444,2970.194924,8687.506506,-1,0,-1,0,-1,0,-1,0,P2P
122,8186872,8186872,8148349,33,37,1383713,1371630,209919.7949,181074.4222,10.50462252,4646.341118,10,1371630,96316.14118,219604.1765,7750304,7750304,7750304,0,1371630,1371630,1371630,0,EMAIL
123,14993290,14992784,14993041,209,24,72531,72605,29985.568,23988.8656,75.16695802,27233.3824,10,72312,13315.53286,16425.80833,-1,0,-1,0,-1,0,-1,0,VOIP
124,14995055,14994798,14994617,7,11,92801,107380,18375.97794,23211.48142,97.63218608,39430.39889,7,92801,10249.52495,12777.64551,-1,0,-1,0,-1,0,-1,0,VOIP
125,14872850,14872552,14872850,74,42,11186036,11146443,381347.4872,362752.439,5.513401937,2779.023523,10,11146443,183615.4321,1236423.465,14291424,14300000,14291424,0,11146443,11100000,11146443,0,CHAT
126,2121874,2121874,2084317,2431,2163,792202,789550,265234.25,189483.3636,9.896911881,3466.746847,43,789550,106093.7,197650.6903,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
127,14982740,14982576,14982569,89,291,2980630,3018646,288126.4615,293775.8627,7.008063946,2750.031036,19,2980630,144064.8077,399389.9268,1563991,3092564.5,4430409,1208728.213,1068566,1797710.5,2980630,851111.5252,CHAT
128,14966937,14946421,14966925,0,0,278842,278801,10653.18674,5673.587945,270.1287511,229723.2894,0,278795,3702.85428,13268.34462,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
129,14816594,14816134,14816327,167,0,184157,182504,11503.20963,5299.115522,275.7718812,242828.1426,0,182269,3627.073195,9859.111473,-1,0,-1,0,-1,0,-1,0,P2P
130,2155575,2155575,2155193,98,7,1692775,1692781,269446.875,359198.8333,7.422613456,4431.300233,7,1692725,143705,433974.9952,2041643,2041643,2041643,0,1692725,1692725,1692725,0,CHAT
131,10993126,10993126,10992786,225865,225517,10767261,10767269,5496563,5496393,0.545795618,170.015335,57,10767204,2198625.2,4790975.27,10993069,11000000,10993069,0,10767204,10800000,10767204,0,CHAT
132,5906824,5906824,5867814,113,227,1598290,1588416,281277.3333,234712.56,8.126194381,3406.399107,15,1588416,125677.1064,275156.449,5472939,5472939,5472939,0,1588416,1588416,1588416,0,EMAIL
133,14984553,14981132,14983819,95,14,73994,74315,33893.9638,27442.89194,66.06803686,23971.01869,9,73783,15151.21638,17554.24874,-1,0,-1,0,-1,0,-1,0,VOIP
134,14964686,14964430,14964490,7,13,109471,92835,21377.75714,27158.78403,83.73045716,32237.16154,0,87520,11952.6246,14630.89393,-1,0,-1,0,-1,0,-1,0,VOIP
135,13075323,13075323,13074989,223185,222846,12852138,12852143,6537661.5,6537494.5,0.458879677,142.9410195,46,12852092,2615064.6,5723484.841,13075277,13100000,13075277,0,12852092,12900000,12852092,0,CHAT
136,14066508,14028114,14066457,212,158,5396927,5356705,400803.2571,426256.2727,4.976359449,2276.82663,0,5356705,203862.4348,816621.9328,1552737,4002337.667,6023080,2265818.006,1073311,3549623.667,5356705,2218731.388,CHAT
137,6133370,6133189,6133113,744,393,4595167,4595797,766648.625,681457,3.097807568,1009.233097,39,4595005,340742.7778,1074028.317,4931171,4931171,4931171,0,4595005,4595005,4595005,0,VIDEO-STREAMING
138,14827476,14827158,14827476,135,581,9323811,9324125,780376.7368,823748.6667,2.630252108,941.6302545,32,9323811,390196.7368,1526150.316,3729206,7413606.5,11098007,5210529.156,1777343,5550577,9323811,5336158.697,CHAT
139,14932570,14932513,14932559,0,0,107100,107047,7951.284878,4182.789636,364.9740132,312790.4306,0,107042,2740.423931,9130.019002,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
140,10102349,10102349,10064051,214,307,2738693,2738922,252558.725,182982.7455,9.601727281,3546.699881,32,2738693,105232.8021,297953.9661,4340268,4340268,4340268,0,2738693,2738693,2738693,0,FILE-TRANSFER
141,14987782,14950096,14987782,42,3,1403742,1442277,19117.76982,9873.374177,153.5917723,130267.3071,0,1403693,6513.594959,40166.80504,3461413,4010326.5,4559240,776280.9163,1086578,1245135.5,1403693,224234.1669,P2P
142,8685049,8685049,8645000,68,122,2559864,2559839,394774.9545,392954.5455,5.296458316,2530.901092,29,2559809,193001.0889,553005.8628,2005243,2319578.333,2899142,502517.0715,1943476,2169402,2559809,339495.3479,CHAT
143,14698957,14698689,14698631,93,96,1877736,1915559,136098.9722,104990.2214,17.00800948,6586.453719,26,1877681,59031.95582,148421.6276,13902388,13900000,13902388,0,1877681,1877681,1877681,0,EMAIL
144,14987070,14986819,14963076,111,37,70447,68332,34691.71065,26719.77857,66.32383781,24662.19214,12,68067,15092.71903,17378.80461,-1,0,-1,0,-1,0,-1,0,VOIP
145,2951531,2951531,2914975,1805,1881,570966,570741,327947.8889,224228.8462,8.131373176,2900.86738,53,570741,128327.4348,203192.7165,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
146,14995253,14994990,14995045,7,11,92702,99299,19704.32326,24703.53377,91.36224644,36444.46679,7,92494,10953.43535,13971.74343,-1,0,-1,0,-1,0,-1,0,VOIP
147,14332979,14332979,14332608,190446,190451,9601737,9601731,2866595.8,2866521.6,0.837229999,260.7971448,45,9601686,1302998.091,3011985.87,4341611,7071241,9800871,3860279.766,4133404,6867545,9601686,3866659.284,CHAT
148,11910578,11872076,11910578,0,30,1247282,1247307,9203.15969,15901.9733,171.3602816,135851.0057,0,1247237,5838.518627,39996.37821,1447862,1447862,1447862,0,1247237,1247237,1247237,0,CHAT
149,4617108,4616879,4616778,358,147,3848153,3887134,577109.875,577097.25,3.898544284,1325.721642,28,3848153,271594.5882,926205.3854,4284898,4284898,4284898,0,3848153,3848153,3848153,0,VIDEO-STREAMING
150,13987799,13987443,13987799,92,145,7710764,7711067,205697.6912,189024.3108,10.2946861,3923.633733,30,7710764,97816.77622,652371.1806,6130126,6993747.5,7857369,1221345.238,1052102,4381433,7710764,4708385.054,CHAT
151,14962977,14962768,14962977,0,0,257622,257301,8377.80963,4510.996985,341.1754225,290777.9648,0,257301,2931.617751,10155.93925,-1,0,-1,0,-1,0,-1,0,VIDEO-STREAMING
152,14989527,14989422,14989319,36,4,483463,481820,10445.59024,14552.73689,164.5815775,127528.1735,4,481820,6078.478102,34209.52449,-1,0,-1,0,-1,0,-1,0,FILE-TRANSFER
153,14976487,14972508,14976487,57,4,1395344,1395446,17995.80288,8656.928902,171.2016977,148478.8122,0,1395295,5843.342567,31027.18893,1626446,1626446,1626446,0,1395295,1395295,1395295,0,P2P
154,7208488,7208488,7208385,91,215,3197735,3198053,554499.0769,655307.7273,3.606859025,1824.515765,33,3197581,288339.52,874579.8689,3529291,3547551.5,3565812,25824.24674,3166850,3182215.5,3197581,21730.09847,CHAT
155,9436929,9436929,9436531,126216,126219,8870723,8870725,2359232.25,2359132.75,1.059666762,384.5530681,55,8870668,1048547.667,2935196.496,9436874,9436874,9436874,0,8870668,8870668,8870668,0,CHAT
156,14977237,14976436,14977237,21,0,1133630,1128269,19200.55897,10188.5966,150.3615119,126397.7461,0,1128269,6653.592625,46963.78314,8253924,8253924,8253924,0,1128269,1128269,1128269,0,EMAIL
157,14989348,14961135,14989176,257,155,74222,73800,35792.189,27352.51095,64.57919317,23449.18538,40,73521,15500.87694,17514.0527,-1,0,-1,0,-1,0,-1,0,VOIP
158,14999597,14999597,14999051,1,5,7294955,7333222,28089.13296,38757.23773,61.53498657,47431.20765,1,7294955,16268.54338,244760.6957,10459392,10500000,10459392,0,7294955,7294955,7294955,0,FILE-TRANSFER
159,14980852,14980568,14976904,8,62,102082,127875,20108.14497,25514.31687,89.0470048,34541.69362,8,102082,11238.44861,13755.94131,-1,0,-1,0,-1,0,-1,0,VOIP
160,14458801,14458801,14458435,224579,224213,14234222,14234222,7229400.5,7229217.5,0.414972168,129.2638304,50,14234172,2891760.2,6341343.289,14458751,14500000,14458751,0,14234172,14200000,14234172,0,CHAT
161,6946,6786,6632,603,673,1832,1867,1131,1105.333333,2015.548517,701842.7872,160,1132,534.3076923,334.0668308,-1,0,-1,0,-1,0,-1,0,CHAT
162,14607393,14607222,14607118,1339,1552,13936127,13936142,2921444.4,2434519.667,0.88996031,295.8091153,42,13935891,1217282.75,4006646.745,14271335,14300000,14271335,0,13935891,13900000,13935891,0,VIDEO-STREAMING
163,14940519,14903414,14940486,74,152,6823005,6823302,209907.2394,204664.1918,9.772083554,3774.23301,30,6823005,103038.0621,574028.9956,6970204,6970204,6970204,0,6823005,6823005,6823005,0,CHAT
